// [Gemini.Decompiler] Gemini.Decompiler.Datasets.ItemRefineEffectInfo @ 8/15/2012 8:36:09 PM (v1.0)
63	Sword Poison Resist	4	367	367	367	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	Sword Attack Bonus Poison	4	368	368	368	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	Sword Poison Bonus Defense	4	369	369	369	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	Greatsword Attack Poison Resist	4	370	370	370	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	Greatsword Attack Bonus Poison	4	371	371	371	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	Greatsword Poison Bonus Defense	4	372	372	372	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	Dagger Attack Poison Resist	4	373	0	373	373	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	Dagger Attack Bonus Poison	4	374	0	374	374	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	Dagger Poison Bonus Defense	4	375	0	375	375	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	Gun Attack Poison Resist	1	376	0	376	0	3	354	0	354	0	1	0	0	0	0	0	0	0	0	0	0
73	Gun Bonus Poison	1	377	0	377	0	3	354	0	354	0	1	0	0	0	0	0	0	0	0	0	0
74	Gun Poison Bonus Defense	3	338	0	338	0	3	354	0	354	0	1	0	0	0	0	0	0	0	0	0	0
75	Staff Attack Poison Resist	1	0	0	379	379	4	0	0	301	301	4	0	0	378	378	0	0	0	0	0	0
76	Staff Attack Bonus Poison	3	0	0	381	381	4	0	0	301	301	4	0	0	380	380	0	0	0	0	0	0
77	Staff Poison Resist Bonus	2	0	0	383	383	4	0	0	301	301	4	0	0	382	382	0	0	0	0	0	0
78	Axe Poison	4	384	384	384	0	4	392	392	0	0	0	0	0	0	0	0	0	0	0	0	0
79	Axe Attack	1	385	385	385	0	4	394	394	0	0	0	0	0	0	0	0	0	0	0	0	0
80	Axe Defense	2	386	386	386	0	4	393	393	0	0	0	0	0	0	0	0	0	0	0	0	0
81	Axe Bonus	3	387	387	387	0	4	394	394	0	0	0	0	0	0	0	0	0	0	0	0	0
82	Axe Bonus Defense	3	386	386	386	0	4	393	393	0	0	0	0	0	0	0	0	0	0	0	0	0
83	Axe Bonus Attack	3	385	385	385	0	4	394	394	0	0	0	0	0	0	0	0	0	0	0	0	0
84	Axe Parry	1	386	386	386	0	4	393	393	0	0	0	0	0	0	0	0	0	0	0	0	0
85	Axe Poison Bonus	3	384	384	384	0	4	392	392	0	0	0	0	0	0	0	0	0	0	0	0	0
86	Axe Poison Attack	4	385	385	385	0	4	394	394	0	0	0	0	0	0	0	0	0	0	0	0	0
87	Axe Poison Resist	4	386	386	386	0	4	393	393	0	0	0	0	0	0	0	0	0	0	0	0	0
88	Axe Parry Bonus	1	391	391	391	0	4	394	394	0	0	0	0	0	0	0	0	0	0	0	0	0
89	Axe Attack Poison Resist	2	389	389	389	0	4	393	393	0	0	0	0	0	0	0	0	0	0	0	0	0
90	Axe Attack Bonus Poison	3	388	388	388	0	4	394	394	0	0	0	0	0	0	0	0	0	0	0	0	0
91	Axe Poison Resist Bonus	4	390	390	390	0	4	394	394	0	0	0	0	0	0	0	0	0	0	0	0	0
92	Crescent Dagger Attack	1	305	0	305	305	2	396	0	396	396	2	0	0	0	0	0	0	0	0	0	0
93	Crescent Dagger Defense	2	319	0	319	319	2	395	0	395	395	2	0	0	0	0	0	0	0	0	0	0
94	Crescent Dagger Bonus	3	316	0	316	316	2	397	0	397	397	2	0	0	0	0	0	0	0	0	0	0
95	Crescent Dagger Poison	4	366	0	366	366	2	398	0	398	398	2	0	0	0	0	0	0	0	0	0	0
96	Crescent Dagger Bonus adds Defense	3	328	0	328	328	2	395	0	395	395	2	0	0	0	0	0	0	0	0	0	0
97	Crescent Dagger Bonus Attack	1	331	0	331	331	2	396	0	396	396	2	0	0	0	0	0	0	0	0	0	0
98	Crescent Dagger Attack adds Defense	2	334	0	334	334	2	395	0	395	395	2	0	0	0	0	0	0	0	0	0	0
99	Crescent Dagger Poison Attack	4	357	0	357	357	2	396	0	396	396	2	0	0	0	0	0	0	0	0	0	0
100	Crescent Dagger Poison Bonus	4	360	0	360	360	2	397	0	397	397	2	0	0	0	0	0	0	0	0	0	0
101	Dagger Poison Resist	4	363	0	363	363	2	395	0	395	395	2	0	0	0	0	0	0	0	0	0	0
102	Crescent DaggerParry Bonus	1	337	0	337	337	2	395	0	395	395	2	0	0	0	0	0	0	0	0	0	0
103	Dagger Attack Poison Resist	4	373	0	373	373	2	395	0	395	395	2	0	0	0	0	0	0	0	0	0	0
104	Crescent Dagger Attack Poison Bonus	4	374	0	374	374	2	396	0	396	396	2	0	0	0	0	0	0	0	0	0	0
105	Crescent Dagger Poison Bonus Defense	4	375	0	375	375	2	395	0	395	395	2	0	0	0	0	0	0	0	0	0	0
106	Defecate effect	0	399	399	399	399	4	399	399	399	399	4	399	399	399	399	4	399	399	399	399	4
200	Sword of Azure Flame	2	319	319	319	0	2	0	0	0	0	3	0	0	0	0	4	0	0	0	0	2
201	Sword of Crimson Thunder	1	330	330	330	0	2	0	0	0	0	3	0	0	0	0	4	0	0	0	0	2
202	Sword of Crimson Flame	1	305	305	305	0	2	0	0	0	0	3	0	0	0	0	4	0	0	0	0	2
203	Sword of Azure Thunder	2	327	327	327	0	2	0	0	0	0	3	0	0	0	0	4	0	0	0	0	2
204	Barborosa's Knife	2	319	319	319	0	2	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0
205	Barborosa's Fork	1	305	305	305	0	2	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0
206	Light Pole	4	364	364	0	0	3	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0
207	Light Saber	1	317	317	0	0	2	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0
208	Sword of Cadaver	4	356	356	0	0	2	341	341	341	0	3	343	343	343	0	4	0	0	0	0	0
209	Bamboo	4	364	0	0	0	3	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0
210	Divinity Blade	0	305	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1
211	Aurora Blade	0	366	366	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
212	Baseball Bat	0	329	329	0	0	2	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0
213	August Flame	3	330	330	330	0	2	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0
214	August Thunder	3	330	330	330	0	2	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0
215	Rape Flame	2	318	318	318	0	2	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0
216	Rape Thunder	2	318	318	318	0	2	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0
217	Victorian	0	320	0	320	0	3	321	0	321	0	1	0	0	0	0	1	0	0	0	0	3
218	Vinyon	4	354	0	354	0	1	353	0	353	0	0	0	0	0	0	0	0	0	0	0	0
219	Deadly Ruler	0	344	0	344	0	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0
220	Staff of Cadaver	2	0	0	308	308	4	0	0	309	309	4	0	0	310	310	4	0	0	0	0	0
221	Rattle Burning Crescent	1	0	0	311	311	4	0	0	312	312	4	0	0	313	313	4	0	0	0	0	0
222	Soup Spoon	2	0	0	334	334	2	0	0	309	309	4	0	0	0	0	0	0	0	0	0	4
223	Fishing Pole	3	0	0	311	311	4	0	0	309	309	4	0	0	302	302	0	0	0	343	343	4
224	Shephard's Stick	2	0	0	308	308	4	0	0	309	309	4	0	0	310	310	4	0	0	0	0	4
225	Snake Pen	4	0	0	350	350	4	0	0	309	309	4	0	0	302	302	0	0	0	343	343	4
226	Sharp Dividers	3	0	0	311	311	4	0	0	309	309	4	0	0	302	302	0	0	0	343	343	4
227	Light Ice-Covered Sword	2	319	0	319	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228	Heavy Ice-Covered Sword	2	0	319	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	Ice-Covered Snow Spike	2	319	0	319	319	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	Ice-Covered Evil Spear	2	320	0	320	320	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	Ice-Covered Enchanted Bow	2	344	0	344	0	2	345	0	345	0	4	345	0	345	0	5	345	0	345	0	1
232	Ice-Covered Fledgy Staff	2	0	0	308	308	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	Ice-Covered Frosted Staff	2	0	0	308	308	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	Ice-Covered Fury Snowblade	2	0	319	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	Super Soaker	0	306	0	306	0	3	307	0	307	0	1	341	0	341	0	3	343	0	343	0	1
236	Lightning Gun	0	322	0	322	0	3	323	0	323	0	1	343	0	343	0	3	345	0	345	0	1
237	Shotgun	1	306	0	306	0	3	307	0	307	0	1	341	0	341	0	3	343	0	343	0	1
238	Water Pistol	1	306	0	306	0	3	307	0	307	0	1	341	0	341	0	3	343	0	343	0	1
239	Firegun of Cadaver	3	322	0	322	0	3	323	0	323	0	1	343	0	343	0	3	345	0	345	0	1
240	Pseudo Air Cannon	0	322	0	322	0	3	323	0	323	0	1	0	0	0	0	3	0	0	0	0	1
241	Fine Crossbow	3	322	0	322	0	3	307	0	307	0	1	0	0	0	0	3	0	0	0	0	1
242	Great Hammer of Zest	2	372	372	372	0	2	314	314	314	0	1	302	302	0	0	3	0	0	0	0	2
243	Great Hammer of Hone	3	314	314	314	0	2	394	394	394	0	1	0	0	0	0	3	0	0	0	0	2
244	Chainsaw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	Pole	3	314	314	314	0	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	3
246	Greatsword Cadaver	2	318	318	318	0	2	0	0	0	0	2	0	0	0	0	3	0	0	0	0	2
247	Deluxe Binding Encyclopedia	1	303	303	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248	Blade of Inca	3	315	0	315	0	2	343	0	343	0	4	343	0	343	0	5	323	0	323	0	1
249	Dance of Eva	3	304	304	304	0	2	385	385	385	0	2	341	341	341	0	4	341	341	341	0	5
250	Blade of Enigma	3	304	304	304	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	5
251	Fire Bow	3	342	0	342	0	0	343	0	343	0	4	343	0	343	0	5	387	0	387	0	0
252	Fire Gun	1	306	0	306	0	3	307	0	307	0	1	341	0	341	0	3	341	0	341	0	1
253	Fire Sword	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254	Fire Greatsword	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255	Fire Staff	0	0	0	300	300	4	0	0	301	301	4	0	0	343	343	4	0	0	0	0	0
256	Fire Glaive	3	0	0	300	300	4	0	0	301	301	4	0	0	343	343	1	0	0	0	0	0
257	Fire Dagger	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258	Yath Blade	1	394	394	394	0	5	385	385	385	0	2	341	341	341	0	5	0	0	0	0	0
259	StormBow	2	344	0	344	0	0	345	0	345	0	1	345	0	345	0	2	386	0	386	0	0
260	AziBow	1	340	0	340	0	0	341	0	341	0	1	341	0	341	0	2	385	0	385	0	0
261	BlazeBow	1	341	0	341	0	1	341	0	341	0	2	394	0	394	0	0	0	0	0	0	0
262	ShiveBow	2	345	0	345	0	1	345	0	345	0	2	393	0	393	0	0	0	0	0	0	0
263	DBFireG	3	387	0	387	0	2	343	0	343	0	2	0	0	0	0	0	0	0	0	0	0
264	LBFireG	2	386	0	386	0	2	345	0	345	0	2	321	0	321	0	1	0	0	0	0	0
265	BRBow	0	394	0	394	0	0	394	0	394	0	1	394	0	394	0	2	0	0	0	0	0
266	BlaBow	3	391	0	391	0	0	391	0	393	0	1	391	0	391	0	2	0	0	0	0	0
267	Brand	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268	Brand Two	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269	Black Gun	0	307	0	307	0	1	306	0	306	0	2	385	0	385	0	2	0	0	0	0	0
270	Riku Swo	0	305	305	305	0	2	341	341	341	0	2	308	308	308	0	2	0	0	0	0	0
271	Buster 2	0	300	300	300	0	2	343	343	343	0	3	0	0	0	0	0	0	0	0	0	0
272	Fire Sword	0	311	311	311	0	2	341	341	341	0	5	0	0	0	0	0	0	0	0	0	0
273	Buster	0	301	301	301	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	War Sword Light	0	301	301	301	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	DarkLord Great	1	394	394	0	0	5	341	341	0	0	5	311	311	0	0	2	0	0	0	0	0
276	Aegis Great	0	300	300	0	0	2	343	343	0	0	5	301	301	0	0	2	0	0	0	0	0
277	Courage Great	2	393	393	0	0	5	345	345	0	0	5	301	301	0	0	5	0	0	0	0	0
278	Staff Kingfaith	0	0	0	350	350	4	0	0	343	343	4	0	0	0	0	0	0	0	0	0	0
279	Staff Burning	0	0	0	300	300	4	0	0	343	343	4	0	0	0	0	0	0	0	0	0	0
280	Freeze Staff	0	0	0	325	325	4	0	0	345	345	4	0	0	0	0	0	0	0	0	0	0

// [Gemini.Decompiler] End of data
